cohort,number,url,title,body_text,collector_external_issue_reference
about_5y,6911,https://github.com/argoproj/argo-cd/pull/6911,Fix: #6910 ParseDurationFromEnv calls to send a valid max value,"Fixes #6910
Note on DCO:
If the DCO action in the integration test fails, one or more of your commits are not signed off. Please click on the Details link next to the DCO action for instructions on how to resolve this.
Checklist:

 Either (a) I've created an enhancement proposal and discussed it with the community, (b) this is a bug fix, or (c) this does not need to be in the release notes.
 The title of the PR states what changed and the related issues number (used for the release note).
 I've included ""Closes [ISSUE #]"" or ""Fixes [ISSUE #]"" in the description to automatically close the associated issue.
 I've updated both the CLI and UI to expose my feature, or I plan to submit a second PR with them.
 Does this PR require documentation updates?
 I've updated documentation as required by this PR.
 Optional. My organization is added to USERS.md.
 I have signed off all my commits as required by DCO
 I have written unit and/or e2e tests for my change. PRs without these are unlikely to be merged.
 My build is green (troubleshooting builds).",1
about_5y,6913,https://github.com/argoproj/argo-cd/pull/6913,fix: Reword Generate new token dialog,"Fixes #5483
Signed-off-by: ciiay yicai@redhat.com
Note on DCO:
If the DCO action in the integration test fails, one or more of your commits are not signed off. Please click on the Details link next to the DCO action for instructions on how to resolve this.
Checklist:

 Either (a) I've created an enhancement proposal and discussed it with the community, (b) this is a bug fix, or (c) this does not need to be in the release notes.
 The title of the PR states what changed and the related issues number (used for the release note).
 I've included ""Closes [ISSUE #]"" or ""Fixes [ISSUE #]"" in the description to automatically close the associated issue.
 I've updated both the CLI and UI to expose my feature, or I plan to submit a second PR with them.
 Does this PR require documentation updates?
 I've updated documentation as required by this PR.
 Optional. My organization is added to USERS.md.
 I have signed off all my commits as required by DCO
 I have written unit and/or e2e tests for my change. PRs without these are unlikely to be merged.
 My build is green (troubleshooting builds).",1
about_5y,6949,https://github.com/argoproj/argo-cd/pull/6949,chore(deps): bump path-parse from 1.0.6 to 1.0.7 in /ui,"Bumps path-parse from 1.0.6 to 1.0.7.

Commits

See full diff in compare view




Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting @dependabot rebase.


Dependabot commands and options

You can trigger Dependabot actions by commenting on this PR:

@dependabot rebase will rebase this PR
@dependabot recreate will recreate this PR, overwriting any edits that have been made to it
@dependabot merge will merge this PR after your CI passes on it
@dependabot squash and merge will squash and merge this PR after your CI passes on it
@dependabot cancel merge will cancel a previously requested merge and block automerging
@dependabot reopen will reopen this PR if it is closed
@dependabot close will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
@dependabot ignore this major version will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
@dependabot ignore this minor version will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
@dependabot ignore this dependency will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
@dependabot use these labels will set the current labels as the default for future PRs for this repo and language
@dependabot use these reviewers will set the current reviewers as the default for future PRs for this repo and language
@dependabot use these assignees will set the current assignees as the default for future PRs for this repo and language
@dependabot use this milestone will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the Security Alerts page.",0
about_5y,6972,https://github.com/argoproj/argo-cd/pull/6972,"feat: support ability get cluster by name from cli, Closes #6865","Closes #6865
Note on DCO:
If the DCO action in the integration test fails, one or more of your commits are not signed off. Please click on the Details link next to the DCO action for instructions on how to resolve this.
Checklist:

 Either (a) I've created an enhancement proposal and discussed it with the community, (b) this is a bug fix, or (c) this does not need to be in the release notes.
 The title of the PR states what changed and the related issues number (used for the release note).
 I've included ""Closes [ISSUE #]"" or ""Fixes [ISSUE #]"" in the description to automatically close the associated issue.
 I've updated both the CLI and UI to expose my feature, or I plan to submit a second PR with them.
 Does this PR require documentation updates?
 I've updated documentation as required by this PR.
 Optional. My organization is added to USERS.md.
 I have signed off all my commits as required by DCO
 I have written unit and/or e2e tests for my change. PRs without these are unlikely to be merged.
 My build is green (troubleshooting builds).",1
recent,28249,https://github.com/argoproj/argo-cd/pull/28249,feat: Allow pod healthcheck to ignore restart policy via annotation (#15317) (Alpha),"This feature allows pods with restartPolicy Never or OnFailure to have their health derived from their status instead of forever remaining in Progressing. This is useful when using operators that own the pod lifecycle and stamp the above restart policy on the pods they own. I'm working on this specifically to fix the status of virt-launcher pods for KubeVirt VMIs but interest since 2023 shows that the feature has been desired for a while for other operators as well.

Checklist:

[ x ] Either (a) I've created an enhancement proposal and discussed it with the community, (b) this is a bug fix, or (c) this does not need to be in the release notes.
[ x ] The title of the PR states what changed and the related issues number (used for the release note).
[ x ] The title of the PR conforms to the Title of the PR
[ x ] I've included ""Closes [ISSUE #]"" or ""Fixes [ISSUE #]"" in the description to automatically close the associated issue.
[ x ] I've updated both the CLI and UI to expose my feature, or I plan to submit a second PR with them.
[ x ] Does this PR require documentation updates?
[ x ] I've updated documentation as required by this PR.
[ x ] I have signed off all my commits as required by DCO
[ x ] I have written unit and/or e2e tests for my change. PRs without these are unlikely to be merged.
[ x ] My build is green (troubleshooting builds).
[ x ] My new feature complies with the feature status guidelines.
[ x ] I have added a brief description of why this PR is necessary and/or what this PR solves.
[ x ] Optional. My organization is added to USERS.md.
[ x ] Optional. For bug fixes, I've indicated what older releases this fix should be cherry-picked into (this may or may not happen depending on risk/complexity).


Closes #15317",1
recent,28299,https://github.com/argoproj/argo-cd/pull/28299,fix(health): ResourceBinding health check for dependency-propagated bindings,"Summary
Fixes #28147
When Karmada propagates resources with propagateDeps: true, the ResourceBinding for a dependent resource (e.g. a ConfigMap referenced by a Deployment) is created without spec.clusters, because the binding is driven by the parent workload's PropagationPolicy, not a direct one.
The previous Lua script treated nil spec.clusters as ""not yet scheduled"" and returned Progressing unconditionally — even when all member clusters had already applied the resource and reported health: Healthy in aggregatedStatus.
Changes
resource_customizations/work.karmada.io/ResourceBinding/health.lua



Before
After




nil or empty spec.clusters → always Progressing
Empty spec.clusters ([]) → Progressing; nil → fall through to aggregatedStatus


Count check: #spec.clusters ~= #aggregatedStatus always applied
Count check only applied when spec.clusters is present


No gate on aggregatedStatus being populated when spec.clusters is nil
Gated: if aggregatedStatus is empty → Progressing



resource_customizations/work.karmada.io/ResourceBinding/testdata/health_propagated_dep.yaml (new)
Reproduces the bug: a ResourceBinding with no spec.clusters but with two clusters reporting applied: true and health: Healthy. Expected result: Healthy.
Testing
All existing Karmada tests continue to pass, plus the new fixture:
go test ./util/lua/... -run TestLuaHealthScript/work.karmada.io -v
--- PASS: TestLuaHealthScript/work.karmada.io/ResourceBinding/testdata/health_propagated_dep.yaml",1
recent,28365,https://github.com/argoproj/argo-cd/pull/28365,chore(cmp): add OpenTelemetry spans for CMP internal phases,"Why
Fixes #28364
Currently the OTel integration (otelgrpc) only instruments the top-level gRPC boundary for CMP GenerateManifest. There is no per-phase visibility into what is actually slow inside that call. This makes it hard to diagnose issues in large monorepos or with slow plugins.
What
Add manual OTel spans to the CMP flow across three files:
util/cmp/stream.go (repo-server side, sender):

cmp.SendRepoStream — overall span
cmp.CompressFiles — tar compression sub-span
cmp.sendFile — gRPC stream transfer sub-span

util/cmp/stream.go (cmp-server side, receiver):

cmp.ReceiveRepoStream — overall span
cmp.receiveFile — gRPC stream receive sub-span
cmp.Untgz — decompression sub-span

cmpserver/plugin/plugin.go:

plugin.generateManifestGeneric — overall handler span
plugin.runCommand — plugin command execution span with command attribute (executable name only)

reposerver/repository/repository.go:

repository.runConfigManagementPluginSidecars — overall span
repository.generateManifestsCMP — gRPC call span

How it works
Follows the existing pattern from util/session/sessionmanager.go: package-level var tracer trace.Tracer initialized in init(). When --otlp-address is not configured, all spans are no-ops (zero overhead). When OTLP is configured on both argocd-repo-server and argocd-cmp-server, spans appear in any OTLP-compatible backend (Jaeger, Tempo, etc.).
Duration per phase is derived from each span's start/end times automatically by the tracing backend — no explicit duration attribute is needed.
Testing

 make build passes
 go test ./util/cmp/... ./cmpserver/plugin/... passes
 Manual E2E: Jaeger all-in-one + goreman local dev + CMP app (kustomize build) sync → all spans confirmed in Jaeger UI

Jaeger trace screenshot

Checklist
Checklist:

 Either (a) I've created an enhancement proposal and discussed it with the community, (b) this is a bug fix, or (c) this does not need to be in the release notes.
 The title of the PR states what changed and the related issues number (used for the release note).
 The title of the PR conforms to the Toolchain Guide
 I've included ""Closes [ISSUE #]"" or ""Fixes [ISSUE #]"" in the description to automatically close the associated issue.
 I've updated both the CLI and UI to expose my feature, or I plan to submit a second PR with them.
 Does this PR require documentation updates?
 I've updated documentation as required by this PR.
 Optional. My organization is added to USERS.md.
 I have signed off all my commits as required by DCO
 I have written unit and/or e2e tests for my change. PRs without these are unlikely to be merged.
 My build is green (troubleshooting builds).
 My new feature complies with the feature status guidelines.
 I have added a brief description of why this PR is necessary and/or what this PR solves.",1
recent,28668,https://github.com/argoproj/argo-cd/pull/28668,docs: document object format for the clusters RBAC resource,"Summary
Add a ### The clusters resource subsection to docs/operator-manual/rbac.md. Cross-link it to the existing setup-side coverage in docs/user-guide/projects.md#project-scoped-repositories-and-clusters.
What's already documented (and where the gap is)
Being explicit about the existing state before proposing an addition:

docs/operator-manual/rbac.md — has per-resource subsections for applications, applicationsets, logs, exec, extensions. No section for clusters (or repositories, or projects).
docs/user-guide/projects.md#project-scoped-repositories-and-clusters — shows the URL-based <project>/<url> pattern, but:

only for the repositories resource,
only for create / update / delete actions (never get),
hand-waves the cluster case with ""All the examples above concern Git repositories, but the same principles apply to clusters as well"" — no cluster RBAC example.


docs/user-guide/projects.md line 206 (Note 2 under ""Project Roles""):

""See the RBAC documentation for more details about those resources: applicationsets, repositories, clusters, logs and exec.""
Circular reference — this points to rbac.md which does not currently document clusters.


docs/proposals/project-repos-and-clusters.md (2020) — describes the RBAC pattern as <projectName>/<name>. The shipped implementation uses <projectName>/<server-url> (per CreateClusterRBACObject), not <name>. Historical proposal, not user-facing docs, but worth being aware of when reading old design notes.
Various user-management examples (onelogin.md, microsoft.md, keycloak.md, …) — all show p, role:org-admin, clusters, get, *, allow. Wildcard object; doesn't demonstrate the actual format.

Net gap — nowhere in the docs is the object format for clusters spelled out for:

the unscoped case (data.project == """" → object is just <server-url>), which is the common shape when using the shared in-cluster Secret or a globally-usable external cluster;
the get action, which is what the ""New Application"" UI cluster picker enforces;
and there's no clear signal that the cluster Secret's name is not an accepted object — a common mistake users make (see #13244, open since 2023).

Why
Writing a clusters, get policy today requires reading server/cluster/cluster.go. I hit this personally: guessed /<cluster-name> based on how sibling resource sections read in rbac.md, deployed, and only found out it never matched by reading source and grep'ing the argocd-server logs. #13244 confirms other users trip on the same edge.
The authoritative source is CreateClusterRBACObject:
func CreateClusterRBACObject(project string, server string) string {
    if project != """" {
        return project + ""/"" + server
    }
    return server
}
Every call site in server/cluster/cluster.go (List, Get, Create, Update, Delete) uses this helper for the enforce object. There is no <name> code path.
What the PR does
Adds ### The clusters resource to docs/operator-manual/rbac.md, symmetric with the existing per-resource subsections, that:

describes the two object shapes (unscoped Secret → <server-url>; project-scoped Secret → <project>/<server-url>);
cites CreateClusterRBACObject for the authoritative behavior;
gives concrete csv examples covering both cases and a glob wildcard;
adds a > [!NOTE] block explicitly warning that the cluster Secret's name field is not an accepted object, with a link to #13244 for the ongoing feature ask to also accept names;
cross-links back to projects.md#project-scoped-repositories-and-clusters for the setup side (how to attach a project to a cluster Secret and let developers self-register clusters into a project) — closing the circular-reference loop.

Scope discipline: clusters only. repositories and projects have the same ""no dedicated section in rbac.md"" problem — worth a follow-up PR, but keeping this diff focused for reviewer velocity.
Type of change

 docs

Validation
$ uv run --with-requirements docs/requirements.txt --no-project --python 3.12 mkdocs build --strict
...
INFO    -  Documentation built in 3.47 seconds

No errors; no warnings related to this change. mkdocs also validates the cross-link to ../user-guide/projects.md#project-scoped-repositories-and-clusters (target anchor exists). Pre-existing INFO messages about broken anchors in unrelated files (developer-guide/index.md, operator-manual/applicationset/Generators-Git.md, operator-manual/user-management/keycloak.md) are not caused by this change.
Rendered site inspection confirms the new nav entry (The clusters resource → #the-clusters-resource), the heading, the source-citation link, the examples, the #13244 link, and the cross-link all render correctly in site/operator-manual/rbac/index.html.
Checklist

 (c) This does not need to be in the release notes — pure docs addition.
 The title of the PR states what changed.
 The title of the PR conforms to the Title of the PR (docs: prefix).
 Does this PR require documentation updates? — this PR is the doc update.
 I've updated documentation as required by this PR.
 I have signed off all my commits as required by DCO.
 I have written unit and/or e2e tests for my change — N/A for a docs-only change.
 My new feature complies with the feature status guidelines.
 I have added a brief description of why this PR is necessary and/or what this PR solves.

Suggested follow-up (not in this PR)

Add a clusters-flavor RBAC example alongside the repositories example in docs/user-guide/projects.md#project-scoped-repositories-and-clusters, so the ""same principles apply to clusters as well"" hand-wave becomes concrete.
Add ### The repositories resource and ### The projects resource subsections to rbac.md for parity (same silent-format problem as clusters had).

Related

Long-standing feature request tracking a related surprise: #13244 (""policy.csv recognizes cluster server URL but not cluster name"")
Tested against v3.4.4; server/cluster/cluster.go CreateClusterRBACObject unchanged on master.",1
recent,29025,https://github.com/argoproj/argo-cd/pull/29025,chore: adds a short message to health check contributors to update the upgra…,"…de notes

Checklist:

 Either (a) I've created an enhancement proposal and discussed it with the community, (b) this is a bug fix, or (c) this does not need to be in the release notes.
 The title of the PR states what changed and the related issues number (used for the release note).
 The title of the PR conforms to the Title of the PR
 I've included ""Closes [ISSUE #]"" or ""Fixes [ISSUE #]"" in the description to automatically close the associated issue.
 I've updated both the CLI and UI to expose my feature, or I plan to submit a second PR with them.
 Does this PR require documentation updates?
 I've updated documentation as required by this PR.
 I have signed off all my commits as required by DCO
 I have written unit and/or e2e tests for my change. PRs without these are unlikely to be merged.
 My build is green (troubleshooting builds).
 My new feature complies with the feature status guidelines.
 I have added a brief description of why this PR is necessary and/or what this PR solves.
 Optional. My organization is added to USERS.md.
 Optional. For bug fixes, I've indicated what older releases this fix should be cherry-picked into (this may or may not happen depending on risk/complexity).",0
recent,29034,https://github.com/argoproj/argo-cd/pull/29034,chore(deps): update ghcr.io/renovatebot/renovate docker tag to v44.9.2,"This PR contains the following updates:



Package
Update
Change
Age
Adoption
Passing
Confidence
OpenSSF




ghcr.io/renovatebot/renovate (source)
minor
44.8.0 → 44.9.2









Release Notes

renovatebot/renovate (ghcr.io/renovatebot/renovate)
v44.9.2
Compare Source
Build System

deps: update dependency minimatch to v10.2.6 (main) (#​45046) (72be1e4)

v44.9.1
Compare Source
Bug Fixes

deps: update ghcr.io/renovatebot/base-image docker tag to v13.80.1 (main) (#​45045) (73adcf8)
manager/quadlet: enable digest replacement metadata (#​44538) (2c185ea)
schema: allow object entries in repositories array (#​44589) (b9087cb)

Code Refactoring

workers: allow extractedConstraints on PackageDependency (#​43252) (a16858b), closes #​42701

v44.9.0
Compare Source
Features

deps: update ghcr.io/renovatebot/base-image docker tag to v13.80.0 (main) (#​45044) (b708c86)

v44.8.1
Compare Source
Bug Fixes

datasource/npm: handle absent homepages (#​44999) (89f526e), closes #​44991

Miscellaneous Chores

deps: update github/codeql-action action to v4.37.5 (main) (#​45036) (3cc91b0)
deps: update pnpm/action-setup action to v6.0.10 (main) (#​45038) (87ee522)

Build System

deps: update node.js to v24.19.0 (main) (#​45039) (8688710)



Configuration
📅 Schedule: (UTC)

Branch creation

At any time (no schedule defined)


Automerge

At any time (no schedule defined)



🚦 Automerge: Disabled by config. Please merge this manually once you are satisfied.
♻ Rebasing: Whenever PR becomes conflicted, or you tick the rebase/retry checkbox.
🔕 Ignore: Close this PR and you won't be reminded about this update again.


 If you want to rebase/retry this PR, check this box


This PR has been generated by Mend Renovate CLI.",0
recent,29036,https://github.com/argoproj/argo-cd/pull/29036,chore(deps-dev): bump postcss from 8.5.18 to 8.5.23 in /ui,"Bumps postcss from 8.5.18 to 8.5.23.

Release notes
Sourced from postcss's releases.

8.5.23

Do not load source map without opts.from for security reasons.

8.5.22

Fixed custom property losing semicolon before a comment (by @​sarathfrancis90).

8.5.21

Fixed childless at-rule losing semicolon before comment (by @​sarathfrancis90).
Fixed docs (by @​isker).

8.5.20

Fixed missing space if AtRule#params is set after (by @​sarathfrancis90).
Fixed mixing AST error on warnings (by @​MahinAnowar).

8.5.19

Fixed cleaning before for new nodes inserted to Root (by @​MahinAnowar).




Changelog
Sourced from postcss's changelog.

8.5.23

Do not load source map without opts.from for security reasons.

8.5.22

Fixed custom property losing semicolon before a comment (by @​sarathfrancis90).

8.5.21

Fixed childless at-rule losing semicolon before comment (by @​sarathfrancis90).
Fixed docs (by @​isker).

8.5.20

Fixed missing space if AtRule#params is set after (by @​sarathfrancis90).
Fixed mixing AST error on warnings (by @​MahinAnowar).

8.5.19

Fixed cleaning before for new nodes inserted to Root (by @​MahinAnowar).




Commits

eb9e1fe Release 8.5.23 version
9d19c78 Update dependencies
7beca13 Does no load source map file without opts.from
decea51 Typo
c18e30d Update EM banner
98a39ad Update EM banner
a3e48c4 Release 8.5.22 version
f49d691 Fix custom property losing its semicolon before a comment (#2117)
28e0daf Release 8.5.21 version
3d2b4e4 Update dependencies
Additional commits viewable in compare view




Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting @dependabot rebase.


Dependabot commands and options

You can trigger Dependabot actions by commenting on this PR:

@dependabot rebase will rebase this PR
@dependabot recreate will recreate this PR, overwriting any edits that have been made to it
@dependabot show <dependency name> ignore conditions will show all of the ignore conditions of the specified dependency
@dependabot ignore this major version will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
@dependabot ignore this minor version will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
@dependabot ignore this dependency will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
You can disable automated security fix PRs for this repo from the Security Alerts page.",1
recent,29038,https://github.com/argoproj/argo-cd/pull/29038,chore(deps): update ghcr.io/renovatebot/renovate docker tag to v44.11.4,"This PR contains the following updates:



Package
Update
Change
Age
Adoption
Passing
Confidence
OpenSSF




ghcr.io/renovatebot/renovate (source)
minor
44.9.2 → 44.11.4









Release Notes

renovatebot/renovate (ghcr.io/renovatebot/renovate)
v44.11.4
Compare Source
Bug Fixes

deps: update ghcr.io/renovatebot/base-image docker tag to v13.81.2 (main) (#​45060) (699b85d)

Miscellaneous Chores

deps: update dependency @​biomejs/biome to v2.5.6 (main) (#​45059) (8f294ca)

v44.11.3
Compare Source
Bug Fixes

platform/github: don't follow Link headers with different hosts (edb2217)
platform/gitlab: don't follow Link headers with different hosts (a160e39)

v44.11.2
Compare Source
Bug Fixes

datasource/docker: don't follow Link headers with different hosts (8a9f9cd)
datasource/nuget: don't follow Link headers with different hosts (7d2335e)

Miscellaneous Chores

add a linting rule to enforce resolveSameOriginUrl (ae40fbb)

Code Refactoring

util: add a helper method for resolveSameOriginUrl (7f7b039)

v44.11.1
Compare Source
Bug Fixes

gerrit: build SSH clone URLs with hostname only (#​44584) (e14a11a)

v44.11.0
Compare Source
Features

datasource/aws-machine-image: support AWS AMI host rule credentials (#​44853) (cb453f6)

Bug Fixes

deps: update ghcr.io/renovatebot/base-image docker tag to v13.81.1 (main) (#​45050) (1bfd4a6)

v44.10.0
Compare Source
Features

deps: update ghcr.io/renovatebot/base-image docker tag to v13.81.0 (main) (#​45049) (e765c6f)

Miscellaneous Chores

deps: update dependency @​smithy/util-stream to v4.7.15 (main) (#​45048) (4525b24)



Configuration
📅 Schedule: (UTC)

Branch creation

At any time (no schedule defined)


Automerge

At any time (no schedule defined)



🚦 Automerge: Disabled by config. Please merge this manually once you are satisfied.
♻ Rebasing: Whenever PR becomes conflicted, or you tick the rebase/retry checkbox.
🔕 Ignore: Close this PR and you won't be reminded about this update again.


 If you want to rebase/retry this PR, check this box


This PR has been generated by Mend Renovate CLI.",0
recent,29043,https://github.com/argoproj/argo-cd/pull/29043,fix(appset): verify terminating Applications against the API server (#29042),"Checklist:

 Either (a) I've created an enhancement proposal and discussed it with the community, (b) this is a bug fix, or (c) this does not need to be in the release notes.
 The title of the PR states what changed and the related issues number (used for the release note).
 The title of the PR conforms to the Title of the PR
 I've included ""Closes [ISSUE #]"" or ""Fixes [ISSUE #]"" in the description to automatically close the associated issue.
 I've updated both the CLI and UI to expose my feature, or I plan to submit a second PR with them. — n/a, no user-facing surface
 Does this PR require documentation updates? — no; this corrects the behaviour of an existing feature rather than changing it
 I've updated documentation as required by this PR. — n/a per above
 I have signed off all my commits as required by DCO
 I have written unit and/or e2e tests for my change. PRs without these are unlikely to be merged.
 My build is green (troubleshooting builds).
 My new feature complies with the feature status guidelines.
 I have added a brief description of why this PR is necessary and/or what this PR solves.
 Optional. My organization is added to USERS.md.
 Optional. For bug fixes, I've indicated what older releases this fix should be cherry-picked into — release-3.4, see below.

Fixes #29042
An ApplicationSet with deletionOrder: Reverse can stay in Terminating forever. PerformReverseDeletion reads Applications from the informer cache, and an entry whose DELETED event was never delivered keeps the deletionTimestamp stamped by the preceding MODIFIED. Its age only grows, so the two-minute staleness check fires on every reconcile — and that check sits on the only path reaching RemoveFinalizer. Every retry then fails identically, and because the deletion branch returns before any status update, nothing on the object indicates why it is stuck.
What this changes
Past the threshold, the Application is read directly from the API server instead of trusted from the cache:

NotFound → the cache is stale, so drop the entry and continue.
Still present → keep waiting. A genuinely slow child is not skipped, so deletion ordering is preserved and the finalizer is not released mid-teardown.
Never return an error on this path — the condition producing it cannot become false on a later attempt.

A confirmed-absent entry is also evicted from the informer store. Skipping it is not enough: children are indexed by owner name, so an ApplicationSet later recreated under the same name counts the stale entry as an existing child, and under a create-only policy it is filtered out of the create set and never recreated. The eviction reuses cacheSyncingClient's existing NotFound path, which is safe here because its guard only withholds eviction while the object still exists — and we have just confirmed with the API server that it does not.
APIReader comes from mgr.GetAPIReader() and may be nil, in which case the check degrades to waiting rather than erroring.
Tests
applicationset/progressivesync/phantom_livecheck_test.go covers all four corners:



Test
Asserts




TestPhantomIsNotFatal
a stale entry resolves to (0, nil) so RemoveFinalizer is reachable


TestGenuinelySlowChildIsNotSkipped
a child that still exists keeps being waited on


TestMissingAPIReaderWaits
with no uncached reader, waits rather than wedging


TestConfirmedPhantomTriggersCacheEviction
the Delete that drives eviction is actually issued



The existing TestPerformReverseDeletionTerminatingApp/past threshold case asserted an error. In that test the Application genuinely exists, so erroring was the defect — the expectation is now requeue, with a comment explaining why and cross-referencing the two boundary tests above.
Cherry-pick
Please consider release-3.4. #29000 changed that branch from a hard error to a warning plus requeue, which removes the log noise but not the wedge: RemoveFinalizer is still never reached, so the object still needs a manual finalizer patch.",1
recent,29044,https://github.com/argoproj/argo-cd/pull/29044,fix(appset): stop progressive sync reconciling in a tight loop (#27577),"Checklist:

 Either (a) I've created an enhancement proposal and discussed it with the community, (b) this is a bug fix, or (c) this does not need to be in the release notes.
 The title of the PR states what changed and the related issues number (used for the release note).
 The title of the PR conforms to the Title of the PR
 I've included ""Closes [ISSUE #]"" or ""Fixes [ISSUE #]"" in the description to automatically close the associated issue.
 I've updated both the CLI and UI to expose my feature, or I plan to submit a second PR with them. — n/a, no user-facing surface
 Does this PR require documentation updates? — no; this corrects the behaviour of an existing feature rather than changing it
 I've updated documentation as required by this PR. — n/a per above
 I have signed off all my commits as required by DCO
 I have written unit and/or e2e tests for my change. PRs without these are unlikely to be merged.
 My build is green (troubleshooting builds).
 My new feature complies with the feature status guidelines.
 I have added a brief description of why this PR is necessary and/or what this PR solves.
 Optional. My organization is added to USERS.md.
 Optional. For bug fixes, I've indicated what older releases this fix should be cherry-picked into — release-3.4, see below.

Fixes #27577
UpdateApplicationSetApplicationStatus could report a spec change that the write path would never act on. The Application was then never corrected, so the change was still pending on the next reconcile: Waiting → Pending → trigger sync → write the Application → reconcile again. Measured at ~137 reconciles per second for a single ApplicationSet with two Applications, with no backoff.
Three causes, all of which had to be addressed — fixing any subset changes nothing


The status path and the write path compared differently. CreateOrUpdate applies the ignoreApplicationDifferences rules and NormalizeApplicationSpec before deciding whether to Patch; the status path used a plain cmp.Equal doing neither. So the write path declined to patch while the status path reported a pending change on every reconcile. Both now go through SpecsEquivalent, reusing the same rules and the same appEquality definition, with the diffConfig built once per call as CreateOrUpdate documents.


applyIgnoreDifferences was TypeMeta-dependent. Its rules are scoped to Group=argoproj.io, Kind=Application, but appToUnstructured goes through runtime.DefaultUnstructuredConverter, which does not populate apiVersion/kind. Live Applications arrive decoded from the API server while generated ones are built in Go with no TypeMeta, so the rules matched one side only — the ignored field was stripped from the live object and left intact on the desired one, and the two could never compare equal. This silently defeated ignoreApplicationDifferences in general, not only for progressive syncs. The GVK is now stamped before conversion.


Automated.Enabled was mirrored on the written copy only. syncDesiredApplications force-disables automated sync on managed Applications, since this controller drives those syncs itself, but that mutation lands on the copy written to the cluster rather than the one compared. The live object therefore permanently carried automated.enabled: false while the generated one left it unset — affecting every ApplicationSet whose template sets syncPolicy.automated.


A further condition is required for the loop to be observable: the Application must be persistently not (Synced and Healthy), because a Synced and Healthy Application has its Waiting status overwritten immediately. That is why this is not universal, and why it can be hard to spot.
Tests

TestSpecChangedHonoursIgnoreApplicationDifferences and TestSpecChangedIgnoresControllerManagedAutomatedEnabled — both fail on unpatched master with Application has pending changes (spec differs), setting status to Waiting.
TestApplyIgnoreDifferencesIsTypeMetaIndependent — the ignored field must be neutralised on both sides irrespective of the TypeMeta each object arrives with.
TestSpecComparisonAgreesWithWritePath — pins the invariant the first change relies on: whatever SpecsEquivalent concludes, CreateOrUpdate must reach the matching decision about whether to write. It reproduces the generated-spec normalization that createOrUpdateInCluster performs, without which an ordering divergence between the two paths is invisible to the test.

Longer-term
A stronger guarantee would be for createOrUpdateInCluster to report whether it actually patched and drive specChanged off that, so ""the spec changed"" means ""we changed the spec"" and the two answers cannot drift apart again. Happy to follow up separately if that shape is preferred.
Cherry-pick
Please consider release-3.4. The same three causes are present there, though the code lives in applicationset/controllers/ rather than applicationset/progressivesync/.",1
recent,29049,https://github.com/argoproj/argo-cd/pull/29049,fix(manifest-generate-paths): Consistent gen manifest cache key (#28074 and #29037),Cherry pick of #28074 and #29037,0
